NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,gs,yearb,Nb_CScomplex_inArticle,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,SimplifiedName,ncbi,mito,dna,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,Geo_dif3,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric,Repro_invest,Larv_type,shallow
Spirobranchus polycerus,Spirobranchus polycerus,Spirobranchus,Polychaeta,Annelida,Spirobranchus,"MARSDEN, JR",1992,"REPRODUCTIVE ISOLATION IN 2 FORMS OF THE SERPULID POLYCHAETE, SPIROBRANCHUS-POLYCERUS (SCHMARDA) IN BARBADOS",Bulletin of Marine Science,51,14,18,not necessary in this case,2,Statistic,Parapatric,Yes,Yes,TRUE,NA,NA,NA,NA,Caribbean,no genetic data,Planktotroph,"Coral reef, Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",36,1861,1,NA,NA,NA,NA,NA,NA,Spirobranchus polycerus,FALSE,FALSE,No seq,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,10,Rocky,Accessible,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,LOW,PT,FALSE
Spirobranchus tetraceros,Spirobranchus tetraceros,Spirobranchus,Polychaeta,Annelida,Spirobranchus,"Palero, F; Torrado, H; Perry, O; Kupriyanova, E; Ulman, A; Genis-Armero, R; ten Hove, HA; Capaccioni-Azzati, R",2020,Following the Phoenician example: western Mediterranean colonization by Spirobranchus cf. tetraceros (Annelida: Serpulidae),SCIENTIA MARINA,84,83,92,mtDNA,2,No differentiation,Allopatric,NA,NA,NA,6,3,6,2,"Mediterranean, indo-pacific","They didn't examine the type material (Australia) for morphology, so it's actually not clear to me if there are morpho differences or not.",Planktotroph,"Rocky shore, Coastal, Estuarine, port","Demersal or benthic, Coastal",36,1861,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Spirobranchus tetraceros,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Estuarine, port,Demersal or benthic, Coastal",TRUE,10,Rocky,Average,NA,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,LOW,PT,TRUE
Spirontocaris spinus,Spirontocaris spinus,Spirontocaris,Malacostraca,Arthropoda,Spirontocaris,"Radulovici, Adriana E.; Sainte-Marie, Bernard; Dufresne, France",2009,DNA barcoding of marine crustaceans from the Estuary and Gulf of St Lawrence: a regional-scale approach,MOLECULAR ECOLOGY RESOURCES,9,181,187,mtDNA,2,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Atlantic,NA,Unknown,"Rocky shore, Coastal, Intertidal or tide pools, Pelagic","Demersal or benthic, Coastal, Pelagic",21,1806,4,TRUE,TRUE,FALSE,FALSE,FALSE,2,Spirontocaris spinus,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Rocky shore, Coastal, Intertidal or tide pools, Pelagic,Demersal or benthic, Coastal, Pelagic",TRUE,25,Rocky,Accessible,High,Demersal or benthic,Sympatric,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,TRUE,NA,NA,FALSE
Spirula spirula,Spirula spirula,Spirula,Cephalopoda,Mollusca,Spirula,"Warnke, Kerstin",2007,"On the species status of Spirula spirula (Linne', 1758) (cephalopoda): A new approach based on divergence of amino acid sequences between the Canaries and New Caledonia",CEPHALOPODS PRESENT AND PAST: NEW INSIGHTS AND FRESH PERSPECTIVES,NA,144,155,mtDNA,2,NA,NA,NA,NA,NA,4,2,NA,8,NA,NA,Direct development,Deep sea,Pelagic,1,1758,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Spirula spirula,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Deep sea,Pelagic",FALSE,1000,NA,Inaccessible,High,Pelagic,NA,NA,NA,NA,Mollusca_Cephalopoda,Y,I,Y,Y,NA,NA,HIGH,DD,FALSE
Spondyliosoma cantharus,Spondyliosoma cantharus,Spondyliosoma,Actinopterygii,Chordata,Spondyliosoma,"McKeown, NJ; Gwilliam, MP; Healey, AJE; Skujina, I; Potts, WM; Sauer, WHH; Shaw, PW",2020,Deep phylogeographic structure may indicate cryptic species within the Sparid genus Spondyliosoma,JOURNAL OF FISH BIOLOGY,96,1434,1443,"mtDNA, microsatellites",3,NA,Allopatric,NA,NA,NA,19,5,NA,NA,"Atlantic, Mediterranean",NA,Planktotroph,Coastal,Demersal or benthic,2,1758,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Spondyliosoma cantharus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE,LOW,PT,FALSE
Sprattus antipodum,Sprattus antipodum,Sprattus,Actinopterygii,Chordata,Sprattus,"SMITH, PJ; ROBERTSON, DA",1981,GENETIC-EVIDENCE FOR 2 SPECIES OF SPRAT (SPRATTUS) IN NEW-ZEALAND WATERS,MARINE BIOLOGY,62,227,233,Allozymes,2,Statistic,Sympatric,NA,NA,TRUE,92,2,92,8,NA,larval info not given; morphological analysis listed as unpublished (they say there were not stastically sig diffs in the morphometric analysis but i am listing this as statistical differences anyway).,Unknown,Pelagic,Pelagic,5,1872,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,Sprattus antipodum,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Sympatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,TRUE,NA,NA,FALSE
Squatina argentina,Squatina argentina,Squatina,Elasmobranchii,Chordata,Squatina,"SOLECAVA, AM; VOOREN, CM; LEVY, JA",1983,ISOZYMIC DIFFERENTIATION OF 2 SIBLING SPECIES OF SQUATINA (CHONDRICHTHYES) IN SOUTH BRAZIL,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,75,355,358,"Allozymes, 14 presumptive loci",2,Diagnostic,Sympatric,Yes,NA,TRUE,41,20,144,NA,South Brazil,NA,"Planktotroph, pelagic",Pelagic,Pelagic,25,1930,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,Squatina argentina,TRUE,TRUE,mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Sympatric,FALSE,FALSE,TRUE,Chordata_Elasmobranchii,Y,I,Y,Y,FALSE,TRUE,LOW,PT,FALSE
Starksia atlantica,Starksia atlantica,Starksia,Actinopterygii,Chordata,Starksia,"Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species",ZOOKEYS,NA,21,72,mtDNA,5,Diagnostic,Allopatric,NA,NA,TRUE,26,7,42,8,NA,NA,Planktotroph,Coral reef,Demersal or benthic,38,1934,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,Starksia atlantica,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,FALSE,LOW,PT,FALSE
Starksia lepicoelia,Starksia lepicoelia,Starksia,Actinopterygii,Chordata,Starksia,"Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species",ZOOKEYS,NA,21,72,mtDNA,6,Diagnostic,Allopatric,NA,NA,TRUE,25,5,112,8,NA,NA,Planktotroph,Coral reef,Demersal or benthic,38,1961,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,Starksia lepicoelia,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,FALSE,LOW,PT,FALSE
Starksia sluiteri,Starksia sluiteri,Starksia,Actinopterygii,Chordata,Starksia,"Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species",ZOOKEYS,NA,21,72,mtDNA,3,Diagnostic,Allopatric,NA,NA,TRUE,20,6,52,8,NA,NA,Planktotroph,Coral reef,Demersal or benthic,38,1919,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,Starksia sluiteri,TRUE,TRUE,mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,FALSE,LOW,PT,FALSE
Stegastes variabilis,Stegastes variabilis,Stegastes,Actinopterygii,Chordata,Stegastes,"de Souza, AS; Rosa, RD; Soares, RX; de Lima, PA; de Oliveira, C; Shibatta, OA; Molina, WF",2016,A reappraisal of Stegastes species occurring in the South Atlantic using morphological and molecular data,HELGOLAND MARINE RESEARCH,70,NA,NA,"mtDNA, other nuclear",2,Statistic,Allopatric,NA,NA,TRUE,8,2,8,2,"Atlantic, Caribbean",NA,"Planktotroph, Coral reef",Coastal,Coastal,39,1855,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Stegastes variabilis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,NA,NA,Average,NA,NA,Allopatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE,LOW,PT,FALSE
Stolephorus commersonnii,Stolephorus commersonnii,Stolephorus,Actinopterygii,Chordata,Stolephorus,"Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,Multigene barcoding and phylogeny of selected Engraulidae species,MITOCHONDRIAL DNA PART A,30,548,555,mtDNA,2,NA,unclear,NA,NA,NA,NA,NA,NA,NA,indian ocean,"The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal",Pelagic,20,1803,5,FALSE,TRUE,TRUE,TRUE,FALSE,3,Stolephorus commersonnii,TRUE,TRUE,mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA,LOW,PT,FALSE
Stolephorus indicus,Stolephorus indicus,Stolephorus,Actinopterygii,Chordata,Stolephorus,"Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,Multigene barcoding and phylogeny of selected Engraulidae species,MITOCHONDRIAL DNA PART A,30,548,555,mtDNA,4,NA,unclear,NA,NA,NA,NA,NA,NA,NA,indian ocean,"The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal",Pelagic,20,1823,5,FALSE,TRUE,TRUE,TRUE,FALSE,3,Stolephorus indicus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA,LOW,PT,FALSE
Stramonita haemastoma,Stramonita haemastoma,Stramonita,Gastropoda,Mollusca,Stramonita,"LIU, LL; FOLTZ, DW; STICKLE, WB",1991,GENETIC POPULATION-STRUCTURE OF THE SOUTHERN OYSTER DRILL STRAMONITA (= THAIS) HAEMOSTOMA,MARINE BIOLOGY,111,71,79,Allozymes,2,No differentiation,"Allopatric, Parapatric",NA,NA,NA,963,9,155,5,gulf of Mexico,NA,Planktotroph,"Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",9,1767,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Stramonita haemastoma,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment,Accessible,NA,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,FALSE,LOW,PT,TRUE
Streblospio benedicti,Streblospio benedicti,Streblospio,Polychaeta,Annelida,Streblospio,"Schulze, SR; Rice, SA; Simon, JL; Karl, SA",2000,Evolution of poecilogony and the biogeography of North American populations of the polychaete Streblospio,EVOLUTION,54,1247,1259,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,88,11,60,11,"Atlantic, Pacific, gulf of Mexico",NA,"Planktotroph, Brooding","Soft sediment, Coastal, Estuarine","Demersal or benthic, Coastal",7,1879,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Streblospio benedicti,TRUE,TRUE,nuc&mito,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,Very low or null,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,NA,NA,TRUE
Pinna (Streptopinna) saccata,Streptopinna saccata,Streptopinna,Bivalvia,Mollusca,Pinna,"Lemer, Sarah; Buge, Barbara; Bemis, Amanda; Giribet, Gonzalo",2014,"First molecular phylogeny of the circumtropical bivalve family Pinnidae (Mollusca, Bivalvia): Evidence for high levels of cryptic species diversity",MOLECULAR PHYLOGENETICS AND EVOLUTION,75,11,23,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,NA,NA,NA,8,NA,NA,Unknown,"Soft sediment, Seagrass",Demersal or benthic,1,1758,5,FALSE,TRUE,TRUE,TRUE,FALSE,3,Streptopinna saccata,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Seagrass,Demersal or benthic",TRUE,10,Sediment,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,FALSE,NA,NA,FALSE
Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,Strongylocentrotus,Echinoidea,Echinodermata,Strongylocentrotus,"Addisona, JA; Kim, JH",2018,Cryptic species diversity and reproductive isolation among sympatric lineages of Strongylocentrotus sea urchins in the northwest Atlantic,FACETS,3,61,78,"mtDNA, RAD /SNP/-omics (>20 markers)",2,NA,Parapatric,Yes,NA,TRUE,60,5,NA,NA,Atlantic,Depth separation,"Planktotroph, Pelagic","Deep sea, Coastal",Demersal or benthic,8,1776,1,TRUE,TRUE,FALSE,FALSE,FALSE,2,Strongylocentrotus droebachiensis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, Coastal,Demersal or benthic",TRUE,100,NA,Inaccessible,Moderate to high,Demersal or benthic,Allopatric,NA,NA,NA,Echinodermata_Echinoidea,Y,E,N,N,NA,FALSE,LOW,PT,FALSE
Stylactaria inermis,Stylactis inermis,Stylactis,Hydrozoa,Cnidaria,Stylactis,"Miglietta, Maria Pia; Schuchert, Peter; Cunningham, Clifford W.",2009,"Reconciling genealogical and morphological species in a worldwide study of the Family Hydractiniidae (Cnidaria, Hydrozoa)",ZOOLOGICA SCRIPTA,38,403,430,"mtDNA, other nuclear",2,NA,Sympatric,NA,NA,TRUE,NA,NA,NA,NA,Mediterranean,NA,Unknown,"Rocky shore, Coastal, Intertidal or tide pools, epifauna on other animals, algae","Demersal or benthic, Coastal",2,1872,4,FALSE,TRUE,FALSE,FALSE,FALSE,1,Stylactis inermis,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, epifauna on other animals, algae,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,Sympatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,TRUE,NA,NA,FALSE
Stylocheiron affine,Stylocheiron affine,Stylocheiron,Malacostraca,Arthropoda,Stylocheiron,"Wiebe, PH; Bucklin, A; Kaartvedt, S; Rostad, A; Blanco-Bercial, L",2016,Vertical distribution and migration of euphausiid species in the Red Sea,JOURNAL OF PLANKTON RESEARCH,38,888,903,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,14,4,NA,NA,"Red Sea, Atlantic Ocean (Sargasso Sea),",NA,Planktotroph,"Coastal, Pelagic",Pelagic,12,1910,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Stylocheiron affine,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal, Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE,LOW,PT,FALSE
Stylophora pistillata,Stylophora pistillata,Stylophora,Anthozoa,Cnidaria,Stylophora,"Stefani, Fabrizio; Benzoni, F.; Yang, S. -Y.; Pichon, M.; Galli, P.; Chen, C. A.",2011,"Comparison of morphological and genetic analyses reveals cryptic divergence and morphological plasticity in Stylophora (Cnidaria, Scleractinia)",CORAL REEFS,30,1033,1049,"mtDNA, ITS",2,Statistic,Allopatric,NA,NA,TRUE,51,6,51,6,Indo-Pacific,NA,Lecithotrophic,Coral reef,Demersal or benthic,10,1797,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Stylophora pistillata,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,FALSE,HIGH,LT,FALSE
Suberites diversicolor,Suberites diversicolor,Suberites,Demospongiae,Porifera,Suberites,"Becking, Leontine E.; Erpenbeck, Dirk; Peijnenburg, Katja T. C. A.; de Voogd, Nicole J.",2013,Phylogeography of the Sponge Suberites diversicolor in Indonesia: Insights into the Evolution of Marine Lake Populations,PLOS ONE,8,NA,NA,"mtDNA, other nuclear, ITS",2,No differentiation,Sympatric,No,NA,TRUE,105,10,105,10,Indo-Pacific,Morphological data (spicules and skeletons) are not presented and seem to be in another paper. Paper states that larval type is unknown but that asexual reproduction has been seen.,Lecithotrophic,"Coastal, marine lakes","Demersal or benthic, Coastal",76,2009,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Suberites diversicolor,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, marine lakes,Demersal or benthic, Coastal",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,TRUE,FALSE,FALSE,Porifera_Demospongiae,Y,E,N,N,TRUE,TRUE,HIGH,LT,FALSE
Suberites ficus,Suberites ficus,Suberites,Demospongiae,Porifera,Suberites,"SOLECAVA, AM; THORPE, JP",1986,"GENETIC DIFFERENTIATION BETWEEN MORPHOTYPES OF THE MARINE SPONGE SUBERITES-FICUS (DEMOSPONGIAE, HADROMERIDA)",MARINE BIOLOGY,93,247,253,Allozymes,3,Diagnostic,Sympatric,Yes,NA,TRUE,40,1,40,1,Atlantic,NA,Lecithotrophic,"Coastal, shells of bivalves, hermit crabs","Demersal or benthic, Coastal",76,1842,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Suberites ficus,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, shells of bivalves, hermit crabs,Demersal or benthic, Coastal",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Porifera_Demospongiae,Y,E,N,N,FALSE,TRUE,HIGH,LT,FALSE
Subeucalanus crassus,Subeucalanus crassus,Subeucalanus,Copepoda,Arthropoda,Subeucalanus,"Goetze, Erica; Ohman, Mark D.",2010,Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,57,2110,2129,mtDNA,4,NA,Allopatric,NA,NA,NA,56,4,NA,NA,NA,NA,"Planktotroph, pelagic",Pelagic,Pelagic,9,1888,6,FALSE,TRUE,TRUE,TRUE,FALSE,3,Subeucalanus crassus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,NA,NA,NA,Arthropoda_Hexanauplia,NA,NA,NA,NA,NA,FALSE,LOW,PT,FALSE
Subeucalanus mucronatus,Subeucalanus mucronatus,Subeucalanus,Copepoda,Arthropoda,Subeucalanus,"Goetze, Erica; Ohman, Mark D.",2010,Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,57,2110,2129,mtDNA,2,NA,Allopatric,NA,NA,NA,86,NA,NA,NA,NA,NA,"Planktotroph, pelagic",Pelagic,Pelagic,9,1888,6,FALSE,TRUE,TRUE,TRUE,FALSE,3,Subeucalanus mucronatus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,NA,NA,NA,Arthropoda_Hexanauplia,NA,NA,NA,NA,NA,FALSE,LOW,PT,FALSE
Subeucalanus pileatus,Subeucalanus pileatus,Subeucalanus,Copepoda,Arthropoda,Subeucalanus,"Goetze, Erica; Ohman, Mark D.",2010,Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,57,2110,2129,mtDNA,2,NA,Allopatric,NA,NA,NA,204,3,NA,NA,NA,NA,"Planktotroph, pelagic",Pelagic,Pelagic,9,1888,6,FALSE,TRUE,TRUE,TRUE,FALSE,3,Subeucalanus pileatus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,NA,NA,NA,Arthropoda_Hexanauplia,NA,NA,NA,NA,NA,FALSE,LOW,PT,FALSE
Syllis alternata,Syllis alternata,Syllis,Polychaeta,Annelida,Syllis,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,5,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Pacific,NA,Unknown,Coastal,Demersal or benthic,156,1908,33,FALSE,TRUE,TRUE,FALSE,FALSE,2,Syllis alternata,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE,NA,NA,FALSE
