NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,Group_survey,MainDataType,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,SpeciesName,KeepFATE,gs,yearb,Nb_CScomplex_inArticle,nb_RemainingArticles,nb_RemovedArticles,nb_art,nb_Articles_per_sp,orig_Nig,orig_Nsg,orig_Nim,orig_Nsm,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,NbSitesUsed_r100,SimplifiedName,ncbi,mito,dna,Geo_diff,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,noNeedTaxonSearch,genus,genusBC,Geo_dif3,symp,sympara,allop,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric
Polydora cornuta,Polydora cornuta,Polydora,Polychaeta,Annelida,Polydora,"Rice, Stanley A.; Karl, Stephen; Rice, Katherine A.",2008,The Polydora cornuta complex (Annelida : Polychaeta) contains populations that are reproductively isolated and genetically distinct,INVERTEBRATE BIOLOGY,127,45,64,annelida,"Genetic, Morphological, Reproductive",mtDNA,3,Statistic,Allopatric,NA,NA,TRUE,32,5,179,3,"Atlantic, Pacific",NA,"Planktotroph, Pelagic","Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Polydora cornuta,other,60,1802,1,1,0,1,1,32,5,179,3,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Polydora cornuta,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment,Accessible,Moderate to high,Demersal or benthic,NA,Polydora,Polydora,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE
Polyplumaria flabellata,Polyplumaria flabellata,Polyplumaria,Hydrozoa,Cnidaria,Polyplumaria,"Moura, CJ; Lessios, H; Cortes, J; Nizinski, MS; Reed, J; Santos, RS; Collins, AG",2018,"Hundreds of genetic barcodes of the species-rich hydroid superfamily Plumularioidea (Cnidaria, Medusozoa) provide a guide toward more reliable taxonomy",SCIENTIFIC REPORTS,8,NA,NA,Cnidaria,Genetic,mtDNA,2,NA,unclear,NA,NA,NA,68,NA,NA,NA,global,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,Lecithotrophic,Coastal,Demersal or benthic,Polyplumaria flabellata,other,8,1874,29,1,0,1,1,68,unclear,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,100,Polyplumaria flabellata,TRUE,TRUE,mito,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Polyplumaria,Polyplumaria,NA,FALSE,FALSE,FALSE,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,NA
Pomacentrus coelestis,Pomacentrus coelestis,Pomacentrus,Actinopterygii,Chordata,Pomacentrus,"Liu, S. Y. V.; Dai, C. F.; Allen, G. R.; Erdmann, M. V.",2012,Phylogeography of the neon damselfish Pomacentrus coelestis indicates a cryptic species and different species origins in the West Pacific Ocean,MARINE ECOLOGY PROGRESS SERIES,458,155,+,Fish,Genetic,"mtDNA, other nuclear, microsatellites",2,Statistic,"Allopatric, Sympatric",Yes,NA,TRUE,140,15,NA,NA,Indo-Pacific,NA,"Planktotroph, Pelagic",Coral reef,Demersal or benthic,Pomacentrus coelestis,other,80,1901,1,1,1,1,2,140,15,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Pomacentrus coelestis,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,Moderate to high,Demersal or benthic,NA,Pomacentrus,Pomacentrus,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,TRUE
Pomacentrus micronesicus sp. nov.,Pomacentrus micronesicus,Pomacentrus,Actinopterygii,Chordata,Pomacentrus,"Liu, Shang-Yin Vanson; Ho, Hsuan-Ching Hans; Dai, Chang-Feng",2013,"A new species of Pomacentrus ( Actinopterygii: Pomacentridae) from Micronesia, with comments on its phylogenetic relationships",ZOOLOGICAL STUDIES,52,NA,NA,Fish,"Genetic, Morphological",mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,12,2,12,8,NA,Details of the morphometric measurements are in another paper. Also no information about larval dispersal.,Unknown,Coral reef,Demersal or benthic,Pomacentrus micronesicus sp. nov.,other,80,2013,1,1,0,1,1,12,2,12,8,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,Pomacentrus micronesicus,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Pomacentrus,Pomacentrus,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE
Porites evermanni,Porites evermanni,Porites,Anthozoa,Cnidaria,Porites,"Boulay, Jennifer N.; Hellberg, Michael E.; Cortes, Jorge; Baums, Iliana B.",2014,Unrecognized coral species diversity masks differences in functional ecology,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,281,NA,NA,Cnidaria,"Genetic, Ecological, Reproductive",microsatellites,2,NA,"Sympatric, Parapatric",Yes,Yes,TRUE,684,17,NA,NA,Eastern Pacific,"Morphological information is in another paper, along with ITS data","Planktotroph, External fertilization",Coral reef,Demersal or benthic,Porites evermanni,other,68,1907,1,1,0,1,1,684,17,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1,100,Porites evermanni,TRUE,TRUE,nuc&mito,"Sympatric, Parapatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Porites,Porites,"Sympatric, Allopatric",TRUE,TRUE,FALSE,NA,NA,NA,Cnidaria_Anthozoa,Y,E,N,N,NA,TRUE
Portunus xantusii,Portunus xantusii,Portunus,Malacostraca,Arthropoda,Portunus,"Mantelatto, FL; Robles, R; Wehrtmann, IS; Schubart, CD; Felder, DL",2018,"New insights into the molecular phylogeny of the swimming crabs of the genera Portunus Weber, 1795 and Achelous De Haan, 1833 (Brachyura: Portunidae) of the Americas",JOURNAL OF CRUSTACEAN BIOLOGY,38,190,197,Arthropoda,Genetic,mtDNA,3,NA,Sympatric,NA,NA,NA,4,2,NA,NA,pacific,NA,Planktotroph,"Coastal, Estuarine","Demersal or benthic, Coastal",Portunus xantusii,other,22,1860,1,1,0,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portunus xantusii,TRUE,TRUE,mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Portunus,Portunus,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,TRUE
Praxilella praetermissa,Praxillella praetermissa,Praxillella,Polychaeta,Annelida,Praxillella,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,annelida,Genetic,mtDNA,2,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,"Arctic, Pacific",NA,Unknown,Coastal,Demersal or benthic,Praxillella praetermissa,other,14,1865,33,1,0,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,3,100,Praxillella praetermissa,TRUE,TRUE,mito,Sympatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Praxillella,Praxilella,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE
Propebela turricula,Propebela turricula,Propebela,Gastropoda,Mollusca,Propebela,"Layton, Kara K. S.; Martel, Andre L.; Hebert, Paul D. N.",2014,Patterns of DNA Barcode Variation in Canadian Marine Molluscs,PLOS ONE,9,NA,NA,Mollusca,Genetic,mtDNA,2,NA,Sympatric,NA,NA,NA,2,NA,NA,NA,"Arctic, Atlantic",NA,Unknown,"Soft sediment, Rocky shore, Deep sea, Coastal, Intertidal or tide pools",Demersal or benthic,Propebela turricula,other,50,1803,3,1,0,1,1,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,2,100,Propebela turricula,TRUE,TRUE,mito,Sympatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Deep sea, Coastal, Intertidal or tide pools,Demersal or benthic",TRUE,100,Sediment and Rocky,Inaccessible,NA,Demersal or benthic,NA,Propebela,Propebela,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,TRUE
Psammodrilus balanoglossoides,Psammodrilus balanoglossoides,Psammodrilus,Polychaeta,Annelida,Psammodrilus,"Worsaae, K; Giribet, G; Martinez, A",2018,The role of progenesis in the diversification of the interstitial annelid lineage Psammodrilidae,INVERTEBRATE SYSTEMATICS,32,774,793,Annelida,"Genetic, Morphological","mtDNA, other nuclear, ITS",2,No differentiation,Allopatric,NA,NA,NA,2,2,2,2,Atlantic,NA,Unknown,"Soft sediment, Coastal, interstitial","Demersal or benthic, Coastal",Psammodrilus balanoglossoides,other,8,1952,3,1,0,1,1,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,1,100,Psammodrilus balanoglossoides,TRUE,FALSE,nuc,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, interstitial,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,NA,Psammodrilus,Psammodrilus,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE
Psammodrilus curinigallettii,Psammodrilus curinigallettii,Psammodrilus,Polychaeta,Annelida,Psammodrilus,"Worsaae, K; Giribet, G; Martinez, A",2018,The role of progenesis in the diversification of the interstitial annelid lineage Psammodrilidae,INVERTEBRATE SYSTEMATICS,32,774,793,Annelida,"Genetic, Morphological","mtDNA, other nuclear, ITS",2,No differentiation,Allopatric,NA,NA,NA,2,2,2,2,Mediterranean,NA,Unknown,"Soft sediment, Coastal, interstitial","Demersal or benthic, Coastal",Psammodrilus curinigallettii,other,8,2015,3,1,0,1,1,2,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Psammodrilus curinigallettii,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, interstitial,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,NA,Psammodrilus,Psammodrilus,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE
Psammodrilus swedmarki,Psammodrilus swedmarki,Psammodrilus,Polychaeta,Annelida,Psammodrilus,"Worsaae, K; Giribet, G; Martinez, A",2018,The role of progenesis in the diversification of the interstitial annelid lineage Psammodrilidae,INVERTEBRATE SYSTEMATICS,32,774,793,Annelida,"Genetic, Morphological","mtDNA, other nuclear, ITS",6,Diagnostic,Allopatric,NA,NA,TRUE,6,6,6,6,global,NA,Unknown,"Soft sediment, Coastal, interstitial","Demersal or benthic, Coastal",Psammodrilus swedmarki,other,8,2006,3,1,0,1,1,6,6,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Psammodrilus swedmarki,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, interstitial,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,NA,Psammodrilus,Psammodrilus,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Annelida_Polychaeta,N,B,N,N,FALSE,FALSE
Psenopsis anomala,Psenopsis anomala,Psenopsis,Actinopterygii,Chordata,Psenopsis,"Hou, G; Chen, WT; Lu, HS; Cheng, F; Xie, SG",2018,"Developing a DNA barcode library for perciform fishes in the South China Sea: Species identification, accuracy and cryptic diversity",MOLECULAR ECOLOGY RESOURCES,18,137,146,Fish,Genetic,mtDNA,2,NA,NA,NA,NA,NA,18,NA,NA,NA,Pacific Ocean,NA,"Planktotroph, pelagic","Coastal, Pelagic",NA,Psenopsis anomala,other,6,1844,3,1,0,1,1,18,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Psenopsis anomala,TRUE,TRUE,nuc&mito,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"Coastal, Pelagic,NA",FALSE,1000,NA,Average,NA,NA,NA,Psenopsis,Psenopsis,NA,FALSE,FALSE,FALSE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA
Rhinobatos productus,Pseudobatos productus,Pseudobatos,Elasmobranchii,Chordata,Rhinobatos,"Sandoval-Castillo, J; Rocha-Olivares, A; Villavicencio-Garayzar, C; Balart, E",2004,Cryptic isolation of Gulf of California shovelnose guitarfish evidenced by mitochondrial DNA,MARINE BIOLOGY,145,983,988,Fish,Genetic,"mtDNA, RFLP of mtDNA",2,NA,Allopatric,NA,NA,NA,64,2,NA,NA,Pacific,morpho data is cited as unpublished data. larval info not given.,"Planktotroph, pelagic",Pelagic,Pelagic,Rhinobatos productus,other,9,1854,1,1,0,1,1,64,2,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,100,Pseudobatos productus,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Pseudobatos,Rhinobatos,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Elasmobranchii,Y,I,Y,Y,NA,FALSE
Pseudochromis fuscus,Pseudochromis fuscus,Pseudochromis,Actinopterygii,Chordata,Pseudochromis,"Messmer, V; van Herwerden, L; Munday, PL; Jones, GP",2005,"Phylogeography of colour polymorphism in the coral reef fish Pseudochromis fuscus, from Papua New Guinea and the Great Barrier Reef",CORAL REEFS,24,392,402,Fish,"Genetic, Morphological",mtDNA,3,Statistic,"Allopatric, Sympatric",NA,NA,TRUE,91,4,91,4,Indo-Pacific,NA,Planktotroph,Coral reef,Demersal or benthic,Pseudochromis fuscus,other,73,1849,1,1,0,1,1,91,4,91,4,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Pseudochromis fuscus,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Pseudochromis,Pseudochromis,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,TRUE
Pseudodistoma crucigaster,Pseudodistoma crucigaster,Pseudodistoma,Ascidiacea,Chordata,Pseudodistoma,"Tarjuelo, I; Posada, D; Crandall, KA; Pascual, M; Turon, X",2004,Phylogeography and speciation of colour morphs in the colonial ascidian Pseudodistoma crucigaster,MOLECULAR ECOLOGY,13,3125,3136,Other chordate (tunicates/lancets),"Genetic, Morphological",mtDNA,2,Diagnostic,"Allopatric, interspersed",NA,NA,TRUE,57,7,57,7,Mediterranean,NA,Lecithotrophic,"Rocky shore, Coastal","Demersal or benthic, Coastal",Pseudodistoma crucigaster,other,31,1972,1,1,0,1,1,57,7,57,7,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Pseudodistoma crucigaster,TRUE,TRUE,mito,Allopatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,25,Rocky,Average,NA,Demersal or benthic,NA,Pseudodistoma,Pseudodistoma,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Chordata_Ascidiacea,N,B,N,N,FALSE,FALSE
Pseudomonocelis agilis,Pseudomonocelis agilis,Pseudomonocelis,NA,Platyhelminthes,Pseudomonocelis,"Casu, Marco; Lai, Tiziana; Sanna, Daria; Cossu, Piero; Curini-Galletti, Marco",2009,"An integrative approach to the taxonomy of the pigmented European Pseudomonocelis Meixner, 1943 (Platyhelminthes: Proseriata)",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,98,907,922,Platyhelminthes,"Genetic, Morphological, Reproductive","Allozymes, other nuclear, karyotype (Relative lengths (r.l. = length of chromosome × 100/total length of haploid genome) and centromeric indices (c.i. = length of short arm × 100/length of entire chromosome))",4,Statistic,Allopatric,NA,Yes,TRUE,50,6,142,6,"baltic, Mediterranean",NA,Direct development,"Soft sediment, Coastal, Estuarine, Intertidal or tide pools","Demersal or benthic, Coastal",Pseudomonocelis agilis,other,12,1851,1,1,0,1,1,50,6,142,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Pseudomonocelis agilis,TRUE,FALSE,nuc,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,10,Sediment,Accessible,Very low or null,Demersal or benthic,NA,Pseudomonocelis,Pseudomonocelis,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Platyhelminthes_NA,NA,NA,NA,NA,TRUE,FALSE
Pseudomonocelis ophiocephala,Pseudomonocelis ophiocephala,Pseudomonocelis,NA,Platyhelminthes,Pseudomonocelis,"Casu, M; Curini-Galletti, M",2006,Genetic evidence for the existence of cryptic species in the mesopsammic flatworm Pseudomonocelis ophiocephala (Rhabditophora : Proseriata),BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,87,553,576,Platyhelminthes,Genetic,Allozymes,4,NA,"Allopatric, Sympatric, Parapatric",Yes,NA,TRUE,NA,19,NA,NA,Mediterranean,"meiofauna
The siblings of the P. ophiocephala species complex are characterized by different geographical range and/ or habitat. Sibling A occurs in moderately exposed sédiments with coarse to medium granulometry across the whole Mediterranean. Sibling B is found exclusively in the presence of the ‘banquette’ of the seagrass Posidonia oceanica in the Corsican–Sardinian region and Elba Island (western Mediterranean). Siblings C and D occur in low-energy, silty sediments on the west and east coast of Greece (eastern Mediterranean), respectively.

- an abundant Mediterranean shallow water species (Murina, 1981), is among the Monocelidinae with wide distribution and plastic ecology.",Unknown,"Soft sediment, Coastal, Intertidal or tide pools, meiofaunal, very diverse habitat (seagrass banquette, variable sediment grain)","Demersal or benthic, Coastal, meiofaunal",Pseudomonocelis ophiocephala,other,12,1861,1,1,0,1,1,NA,19,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Pseudomonocelis ophiocephala,TRUE,FALSE,nuc,"Sympatric, Allopatric, Parapatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools, meiofaunal, very diverse habitat (seagrass banquette, variable sediment grain),Demersal or benthic, Coastal, meiofaunal",TRUE,5,Sediment,Accessible,NA,Demersal or benthic,NA,Pseudomonocelis,Pseudomonocelis,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Platyhelminthes_NA,NA,NA,NA,NA,NA,TRUE
Neilonella salicensis,NA,NA,Bivalvia,Mollusca,Neilonella,"Glazier, Amanda E.; Etter, Ron J.",2014,Cryptic speciation along a bathymetric gradient,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,113,897,913,Mollusca,"Genetic, Morphological, Ecological","mtDNA, other nuclear",2,No differentiation,Parapatric,Yes,NA,TRUE,41,8,NA,NA,Atlantic,"The morphological info isn't clear. Specimens were ID'd as N. salicensis based on morpho characters from another paper, but it's not clear what characters were used to try to distinguish the lineages. There is not much known about larvae.",Planktotroph,"Soft sediment, Deep sea",Demersal or benthic,Neilonella salicensis,other,4,1877,1,1,0,1,1,41,8,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Pseudoneilonella salicensis,TRUE,TRUE,nuc&mito,Paratric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Deep sea,Demersal or benthic",TRUE,100,Sediment,Inaccessible,NA,Demersal or benthic,NA,NA,Neilonella,Allopatric,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mollusca_Bivalvia,Y,E,N,N,TRUE,FALSE
Pseudonereis anomala,Pseudonereis anomala,Pseudonereis,Polychaeta,Annelida,Pseudonereis,"Glasby, Christopher J.; Wei, Nu-Wei V.; Gibb, Karen S.",2013,Cryptic species of Nereididae (Annelida : Polychaeta) on Australian coral reefs,INVERTEBRATE SYSTEMATICS,27,245,264,Annelida,"Genetic, Morphological","mtDNA, other nuclear",2,Diagnostic,Sympatric,NA,Yes,TRUE,22,7,NA,NA,Indo-Pacific,"Australian coral reefs, description and named was done or ongoing",Planktotroph,"Coral reef, Soft sediment, Seagrass, coral rubble","Demersal or benthic, Coastal",Pseudonereis anomala,other,19,1899,3,1,0,1,1,22,7,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Pseudonereis anomala,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Soft sediment, Seagrass, coral rubble,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Pseudonereis,Pseudonereis,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Annelida_Polychaeta,N,B,N,N,FALSE,TRUE
Pallenella variabilis,NA,NA,Pycnogonida,Arthropoda,Pallenella,"Brenneis, G; Arango, CP; Sharma, PP; Schwentner, M",2020,The more the merrier: unparalleled sympatric species richness in a sea spider genus (Pycnogonida:Callipallenidae:Pallenella) from Tasmanian waters,INVERTEBRATE SYSTEMATICS,34,837,870,Arthropoda,"Genetic, Morphological","mtDNA, ITS",2,NA,Sympatric,NA,NA,TRUE,10,1,10,1,"Tasmania, Pacific Ocean",NA,Unknown,study sampled pycnogonids living on bryozoans between 5-25m depth,Coastal,Pseudopallene variabilis,other,NA,NA,5,1,0,1,1,10,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"study sampled pycnogonids living on bryozoans between 5-25m depth,Coastal",FALSE,NA,NA,Average,NA,NA,NA,NA,Pallenella,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Arthropoda_Pycnogonida,Y,E,N,N,NA,TRUE
Pseudopolydora antennata,Pseudopolydora antennata,Pseudopolydora,Polychaeta,Annelida,Pseudopolydora,"Simon, CA; Sato-Okoshi, W; Abe, H",2019,"Hidden diversity within the cosmopolitan species Pseudopolydora antennata (Claparede, 1869) (Spionidae: Annelida)",MARINE BIODIVERSITY,49,25,42,Annelida,"Genetic, Morphological","mtDNA, ITS",5,Diagnostic,"Allopatric, Parapatric",NA,NA,TRUE,13,5,60,8,indo-pacific,NA,Planktotroph,"Coastal, wood-boring","Coastal, wood-boring",Pseudopolydora antennata,other,23,1869,1,1,0,1,1,13,5,60,8,TRUE,TRUE,TRUE,TRUE,FALSE,4,100,Pseudopolydora antennata,FALSE,FALSE,No seq,"Allopatric, Parapatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal, wood-boring,Coastal, wood-boring",FALSE,1,NA,Average,NA,NA,NA,Pseudopolydora,Pseudopolydora,Allopatric,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Annelida_Polychaeta,N,B,N,N,FALSE,FALSE
Pseudopolydora paucibranchiata,Pseudopolydora paucibranchiata,Pseudopolydora,Polychaeta,Annelida,Pseudopolydora,"Radashevsky, VI; Malyar, VV; Pankova, VV; Gambi, MC; Giangrande, A; Keppel, E; Nygren, A; Al-Kandari, M; Carlton, JT",2020,Disentangling invasions in the sea: molecular analysis of a global polychaete species complex (Annelida: Spionidae:Pseudopolydora paucibranchiata),BIOLOGICAL INVASIONS,22,3621,3644,Annelida,"Genetic, Morphological","mtDNA, other nuclear, ITS",4,Diagnostic,Allopatric,NA,NA,TRUE,20,16,20,16,global,NA,Planktotroph,"Soft sediment, Coastal, Estuarine","Demersal or benthic, Coastal",Pseudopolydora paucibranchiata,other,23,1937,1,1,0,1,1,20,16,20,16,TRUE,TRUE,TRUE,TRUE,FALSE,4,100,Pseudopolydora paucibranchiata,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Pseudopolydora,Pseudopolydora,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Annelida_Polychaeta,N,B,N,N,FALSE,FALSE
